Invoice Number,Memo Line,Project Number,Task,VAT Rate Code,CM Number,New Invoice Number
INV00585017,Entertainer Permit,4511000037,Entertainer Permit,VAT OUTPUT - OSC,45110096167,45110096168
INV00585017,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096167,45110096168
INV00583808,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096175,45110096178
INV00583808,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096175,45110096178
INV00584837,Entertainer Permit,4511000037,Entertainer Permit,VAT OUTPUT - OSC,45110096177,45110096181
INV00584837,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096177,45110096181
INV00584292,Entertainer Permit,4511000037,Entertainer Permit,VAT OUTPUT - OSC,45110096169,45110096170
INV00584292,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096169,45110096170
INV00584030,Event Permit,4511000037,Event Permit,VAT OUTPUT - OSC,45110096171,45110096173
INV00584030,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096171,45110096173
INV00584030,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096171,45110096173
INV00584246,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096182,45110096186
INV00584246,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096182,45110096186
INV00585043,Entertainer Permit,4511000037,Entertainer Permit,VAT OUTPUT - OSC,45110096172,45110096174
INV00585043,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096172,45110096174
INV00585068,Entertainer Permit,4511000037,Entertainer Permit,VAT OUTPUT - OSC,45110096176,45110096180
INV00585068,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096176,45110096180
INV00585009,Private Party Permit,4511000037,Private Party Permit,VAT OUTPUT - OSC,45110096179,45110096184
INV00585009,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096179,45110096184
INV00583749,Entertainer Permit,4511000037,Entertainer Permit,VAT OUTPUT - OSC,45110096183,45110096187
INV00583749,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096183,45110096187
INV00583851,Event Permit,4511000037,Event Permit,VAT OUTPUT - OSC,45110096185,45110096190
INV00583851,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096185,45110096190
INV00583851,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096185,45110096190
INV00584284,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096188,45110096191
INV00584284,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096188,45110096191
INV00584033,Entertainer Permit,4511000037,Entertainer Permit,VAT OUTPUT - OSC,45110096189,45110096193
INV00584033,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096189,45110096193
INV00583672,Event Permit,4511000037,Event Permit,VAT OUTPUT - OSC,45110096192,45110096196
INV00583672,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096192,45110096196
INV00583957,Private Party Permit,4511000037,Private Party Permit,VAT OUTPUT - OSC,45110096194,45110096199
INV00583957,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096194,45110096199
INV00583957,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096194,45110096199
INV00584216,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096195,45110096197
INV00584721,Event Permit,4511000037,Event Permit,VAT OUTPUT - OSC,45110096198,45110096202
INV00584721,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096198,45110096202
INV00584018,Entertainer Permit,4511000037,Entertainer Permit,VAT OUTPUT - OSC,45110096200,45110096203
INV00584018,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096200,45110096203
INV00584174,Event Permit,4511000037,Event Permit,VAT OUTPUT - OSC,45110096201,45110096205
INV00584174,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096201,45110096205
INV00584174,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096201,45110096205
INV00584826,Entertainer Permit,4511000037,Entertainer Permit,VAT OUTPUT - OSC,45110096204,45110096208
INV00584826,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096204,45110096208
INV00583691,Private Party Permit,4511000037,Private Party Permit,VAT OUTPUT - OSC,45110096206,45110096209
INV00583691,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096206,45110096209
INV00584009,Event Permit,4511000037,Event Permit,VAT OUTPUT - OSC,45110096207,45110096212
INV00584009,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096207,45110096212
INV00584009,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096207,45110096212
INV00585142,Event Permit,4511000037,Event Permit,VAT OUTPUT - OSC,45110096210,45110096214
INV00585142,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096210,45110096214
INV00585142,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096210,45110096214
INV00584340,Entertainer Permit,4511000037,Entertainer Permit,VAT OUTPUT - OSC,45110096211,45110096215
INV00584340,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096211,45110096215
INV00583795,Entertainer Permit,4511000037,Entertainer Permit,VAT OUTPUT - OSC,45110096213,45110096218
INV00583795,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096213,45110096218
INV00585051,Private Party Permit,4511000037,Private Party Permit,VAT OUTPUT - OSC,45110096216,45110096220
INV00585051,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096216,45110096220
INV00583717,Event Permit,4511000037,Event Permit,VAT OUTPUT - OSC,45110096217,45110096221
INV00583717,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096217,45110096221
INV00583717,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096217,45110096221
INV00584220,Event Permit,4511000037,Event Permit,VAT OUTPUT - OSC,45110096219,45110096224
INV00584220,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096219,45110096224
INV00584220,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096219,45110096224
INV00584222,Event Permit,4511000037,Event Permit,VAT OUTPUT - OSC,45110096222,45110096227
INV00584222,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096222,45110096227
INV00584222,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096222,45110096227
INV00584140,Entertainer Permit,4511000037,Entertainer Permit,VAT OUTPUT - OSC,45110096223,45110096225
INV00584140,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096223,45110096225
INV00584333,Private Party Permit,4511000037,Private Party Permit,VAT OUTPUT - OSC,45110096226,45110096230
INV00584333,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096226,45110096230
INV00583663,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096228,45110096231
INV00583757,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096229,45110096233
INV00583757,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096229,45110096233
INV00584296,Event Permit,4511000037,Event Permit,VAT OUTPUT - OSC,45110096232,45110096236
INV00584296,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096232,45110096236
INV00584296,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096232,45110096236
INV00583922,Entertainer Permit,4511000037,Entertainer Permit,VAT OUTPUT - OSC,45110096234,45110096237
INV00583922,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096234,45110096237
INV00584187,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096235,45110096239
INV00584187,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096235,45110096239
INV00583925,Event Permit,4511000037,Event Permit,VAT OUTPUT - OSC,45110096238,45110096242
INV00583925,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096238,45110096242
INV00583958,Entertainer Permit,4511000037,Entertainer Permit,VAT OUTPUT - OSC,45110096240,45110096243
INV00583958,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096240,45110096243
INV00584352,Event Permit,4511000037,Event Permit,VAT OUTPUT - OSC,45110096241,45110096245
INV00584352,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096241,45110096245
INV00584352,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096241,45110096245
INV00584240,Entertainer Permit,4511000037,Entertainer Permit,VAT OUTPUT - OSC,45110096244,45110096248
INV00584240,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096244,45110096248
INV00584477,Entertainer Permit,4511000037,Entertainer Permit,VAT OUTPUT - OSC,45110096246,45110096249
INV00584477,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096246,45110096249
INV00584550,Event Permit,4511000037,Event Permit,VAT OUTPUT - OSC,45110096247,45110096251
INV00584550,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096247,45110096251
INV00584550,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096247,45110096251
INV00584261,Entertainer Permit,4511000037,Entertainer Permit,VAT OUTPUT - OSC,45110096250,45110096254
INV00584261,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096250,45110096254
INV00583799,Private Party Permit,4511000037,Private Party Permit,VAT OUTPUT - OSC,45110096252,45110096255
INV00583799,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096252,45110096255
INV00584051,Private Party Permit,4511000037,Private Party Permit,VAT OUTPUT - OSC,45110096253,45110096257
INV00584051,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096253,45110096257
INV00584051,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096253,45110096257
INV00585144,Private Party Permit,4511000037,Private Party Permit,VAT OUTPUT - OSC,45110096140,45110096258
INV00585144,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096140,45110096258
INV00583760,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096256,45110096259
INV00585092,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096260,45110096263
INV00584029,Event Permit,4511000037,Event Permit,VAT OUTPUT - OSC,45110096262,45110096266
INV00584029,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096262,45110096266
INV00584029,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096262,45110096266
INV00583642,Entertainer Permit,4511000037,Entertainer Permit,VAT OUTPUT - OSC,45110096261,45110096264
INV00583642,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096261,45110096264
INV00584927,Entertainer Permit,4511000037,Entertainer Permit,VAT OUTPUT - OSC,45110096265,45110096269
INV00584927,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096265,45110096269
INV00584136,Entertainer Permit,4511000037,Entertainer Permit,VAT OUTPUT - OSC,45110096267,45110096270
INV00584136,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096267,45110096270
INV00583715,Event Permit,4511000037,Event Permit,VAT OUTPUT - OSC,45110096268,45110096271
INV00583715,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096268,45110096271
INV00584263,Entertainer Permit,4511000037,Entertainer Permit,VAT OUTPUT - OSC,45110096272,45110096275
INV00584263,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096272,45110096275
INV00583983,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096273,45110096276
INV00583983,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096273,45110096276
INV00584454,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096274,45110096277
INV00584667,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096278,45110096281
INV00584667,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096278,45110096281
INV00584185,Entertainer Permit,4511000037,Entertainer Permit,VAT OUTPUT - OSC,45110096279,45110096282
INV00584185,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096279,45110096282
INV00583901,Event Permit,4511000037,Event Permit,VAT OUTPUT - OSC,45110096280,45110096284
INV00583901,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096280,45110096284
INV00585073,Event Permit,4511000037,Event Permit,VAT OUTPUT - OSC,45110096283,45110096287
INV00585073,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096283,45110096287
INV00585073,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096283,45110096287
INV00583908,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096285,45110096288
INV00583908,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096285,45110096288
INV00583950,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096286,45110096290
INV00583950,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096286,45110096290
INV00583899,Private Party Permit,4511000037,Private Party Permit,VAT OUTPUT - OSC,45110096289,45110096293
INV00583899,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096289,45110096293
INV00584913,Event Permit,4511000037,Event Permit,VAT OUTPUT - OSC,45110096291,45110096294
INV00584913,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096291,45110096294
INV00584085,Event Permit,4511000037,Event Permit,VAT OUTPUT - OSC,45110096292,45110096296
INV00584085,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096292,45110096296
INV00584127,Event Permit,4511000037,Event Permit,VAT OUTPUT - OSC,45110096295,45110096299
INV00584127,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096295,45110096299
INV00584962,Entertainer Permit,4511000037,Entertainer Permit,VAT OUTPUT - OSC,Transaction,N45110096300
INV00584962,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,Transaction,N45110096300
INV00584605,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096298,45110096302
INV00584193,Event Permit,4511000037,Event Permit,VAT OUTPUT - OSC,45110096301,45110096305
INV00584193,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096301,45110096305
INV00584193,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096301,45110096305
INV00584294,Event Permit,4511000037,Event Permit,VAT OUTPUT - OSC,45110096303,45110096306
INV00584294,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096303,45110096306
INV00584211,Event Permit,4511000037,Event Permit,VAT OUTPUT - OSC,45110096304,45110096309
INV00584211,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096304,45110096309
INV00584211,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096304,45110096309
INV00584840,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096307,45110096310
INV00584840,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096307,45110096310
INV00584901,Entertainer Permit,4511000037,Entertainer Permit,VAT OUTPUT - OSC,45110096308,45110096312
INV00584901,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096308,45110096312
INV00584391,Private Party Permit,4511000037,Private Party Permit,VAT OUTPUT - OSC,45110096311,45110096315
INV00584391,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096311,45110096315
INV00583998,Event Permit,4511000037,Event Permit,VAT OUTPUT - OSC,45110096313,45110096316
INV00583998,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096313,45110096316
INV00583897,Entertainer Permit,4511000037,Entertainer Permit,VAT OUTPUT - OSC,45110096314,45110096318
INV00583897,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096314,45110096318
INV00583956,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096317,45110096321
INV00584402,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096319,45110096322
INV00583941,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096320,45110096324
INV00583941,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096320,45110096324
INV00583969,Private Party Permit,4511000037,Private Party Permit,VAT OUTPUT - OSC,45110096323,45110096327
INV00583969,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096323,45110096327
INV00583969,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096323,45110096327
INV00584046,Event Permit,4511000037,Event Permit,VAT OUTPUT - OSC,45110096325,45110096328
INV00584046,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096325,45110096328
INV00584046,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096325,45110096328
INV00584266,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096326,45110096329
INV00584266,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096326,45110096329
INV00584839,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096330,45110096333
INV00584839,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096330,45110096333
INV00584040,Entertainer Permit,4511000037,Entertainer Permit,VAT OUTPUT - OSC,45110096331,45110096334
INV00584040,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096331,45110096334
INV00583831,Private Party Permit,4511000037,Private Party Permit,VAT OUTPUT - OSC,45110096332,45110096335
INV00583831,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096332,45110096335
INV00583812,Event Permit,4511000037,Event Permit,VAT OUTPUT - OSC,45110096336,45110096339
INV00583812,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096336,45110096339
INV00583812,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096336,45110096339
INV00584314,Event Permit,4511000037,Event Permit,VAT OUTPUT - OSC,45110096337,45110096340
INV00584314,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096337,45110096340
INV00584314,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096337,45110096340
INV00584043,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096338,45110096341
INV00584543,Event Permit,4511000037,Event Permit,VAT OUTPUT - OSC,45110096342,45110096347
INV00584543,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096342,45110096347
INV00584543,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096342,45110096347
INV00584265,Entertainer Permit,4511000037,Entertainer Permit,VAT OUTPUT - OSC,45110096343,45110096345
INV00584265,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096343,45110096345
INV00584081,Event Permit,4511000037,Event Permit,VAT OUTPUT - OSC,45110096344,45110096346
INV00584081,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096344,45110096346
INV00584081,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096344,45110096346
INV00584551,Private Party Permit,4511000037,Private Party Permit,VAT OUTPUT - OSC,45110096348,45110096351
INV00584551,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096348,45110096351
INV00584551,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096348,45110096351
INV00583791,Entertainer Permit,4511000037,Entertainer Permit,VAT OUTPUT - OSC,45110096349,45110096352
INV00583791,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096349,45110096352
INV00583708,Event Permit,4511000037,Event Permit,VAT OUTPUT - OSC,45110096350,45110096353
INV00583708,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096350,45110096353
INV00583708,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096350,45110096353
INV00584452,Entertainer Permit,4511000037,Entertainer Permit,VAT OUTPUT - OSC,45110096354,45110096358
INV00584452,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096354,45110096358
INV00583634,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096355,45110096357
INV00583634,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096355,45110096357
INV00583810,Event Permit,4511000037,Event Permit,VAT OUTPUT - OSC,45110096356,45110096359
INV00583810,Public speaker permit,4511000037,Public Speaker Permit,VAT OUTPUT - OSC,45110096356,45110096359
INV00583810,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096356,45110096359
INV00584212,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096360,45110096363
INV00583988,Entertainer Permit,4511000037,Entertainer Permit,VAT OUTPUT - OSC,45110096361,45110096364
INV00583988,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096361,45110096364
INV00584957,Entertainer Permit,4511000037,Entertainer Permit,VAT OUTPUT - OSC,45110096362,45110096366
INV00584957,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096362,45110096366
INV00584990,Entertainer Permit,4511000037,Entertainer Permit,VAT OUTPUT - OSC,45110096365,45110096367
INV00584990,Revenue fees from Urgent request,4511000037,Urgent requests,VAT OUTPUT - STD,45110096365,45110096367
